haproxy-cfg-frontent-name;region-instance;frontend-name;ip-address;ip-scope;ip-name;listener-name;request-type;listener-protocol;listener-port;certificate-name;agw-managed-identity;key-vault;certificate;ssl-profile;listener-type;host-type;implement;domain;hostnames;url-path;url-parameters;routing-rule-name;redir;backend-name;backend-server-name;backend-port;backend-fqdn-or-ip;backend-protocol;backend-comments;bad-gateway-502-page;forbidden-403-page;internal-server-error-500-page;service-unavailable-503-page;gateway timeout-504-page;bad-request-400-page;method-not-allowed-405-page;request-timeout-408-page;Notes
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.hu-BE-80-vmss;forward;https;443;wild--beta-bizay-hu;;lab-bizay-kv-02;wild--beta-bizay-hu;;Multiple/Wildcard;Multi site;Y;bizay.hu;beta.bizay.hu;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.ie-BE-80-vmss;forward;https;443;wild--beta-bizay-ie;;lab-bizay-kv-02;wild--beta-bizay-ie;;Multiple/Wildcard;Multi site;Y;bizay.ie;beta.bizay.ie;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.it-BE-80-vmss;forward;https;443;wild--beta-bizay-it;;lab-bizay-kv-02;wild--beta-bizay-it;;Multiple/Wildcard;Multi site;Y;bizay.it;beta.bizay.it;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.li-BE-80-vmss;forward;https;443;wild--beta-bizay-li;;lab-bizay-kv-02;wild--beta-bizay-li;;Multiple/Wildcard;Multi site;Y;bizay.li;beta.bizay.li;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.lt-BE-80-vmss;forward;https;443;wild--beta-bizay-lt;;lab-bizay-kv-02;wild--beta-bizay-lt;;Multiple/Wildcard;Multi site;Y;bizay.lt;beta.bizay.lt;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.lu-BE-80-vmss;forward;https;443;wild--beta-bizay-lu;;lab-bizay-kv-02;wild--beta-bizay-lu;;Multiple/Wildcard;Multi site;Y;bizay.lu;beta.bizay.lu;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.lv-BE-80-vmss;forward;https;443;wild--beta-bizay-lv;;lab-bizay-kv-02;wild--beta-bizay-lv;;Multiple/Wildcard;Multi site;Y;bizay.lv;beta.bizay.lv;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.nl-BE-80-vmss;forward;https;443;wild--beta-bizay-nl;;lab-bizay-kv-02;wild--beta-bizay-nl;;Multiple/Wildcard;Multi site;Y;bizay.nl;beta.bizay.nl;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.no-BE-80-vmss;forward;https;443;wild--beta-bizay-no;;lab-bizay-kv-02;wild--beta-bizay-no;;Multiple/Wildcard;Multi site;Y;bizay.no;beta.bizay.no;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.nz-BE-80-vmss;forward;https;443;wild--beta-bizay-nz;;lab-bizay-kv-02;wild--beta-bizay-nz;;Multiple/Wildcard;Multi site;Y;bizay.nz;beta.bizay.nz;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.pl-BE-80-vmss;forward;https;443;wild--beta-bizay-pl;;lab-bizay-kv-02;wild--beta-bizay-pl;;Multiple/Wildcard;Multi site;Y;bizay.pl;beta.bizay.pl;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.pt-BE-80-vmss;forward;https;443;wild--beta-bizay-pt;;lab-bizay-kv-02;wild--beta-bizay-pt;;Multiple/Wildcard;Multi site;Y;bizay.pt;beta.bizay.pt;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.qa-BE-80-vmss;forward;https;443;wild--beta-bizay-qa;;lab-bizay-kv-02;wild--beta-bizay-qa;;Multiple/Wildcard;Multi site;Y;bizay.qa;beta.bizay.qa;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.ro-BE-80-vmss;forward;https;443;wild--beta-bizay-ro;;lab-bizay-kv-02;wild--beta-bizay-ro;;Multiple/Wildcard;Multi site;Y;bizay.ro;beta.bizay.ro;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.ru-BE-80-vmss;forward;https;443;wild--beta-bizay-ru;;lab-bizay-kv-02;wild--beta-bizay-ru;;Multiple/Wildcard;Multi site;Y;bizay.ru;beta.bizay.ru;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.se-BE-80-vmss;forward;https;443;wild--beta-bizay-se;;lab-bizay-kv-02;wild--beta-bizay-se;;Multiple/Wildcard;Multi site;Y;bizay.se;beta.bizay.se;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.si-BE-80-vmss;forward;https;443;wild--beta-bizay-si;;lab-bizay-kv-02;wild--beta-bizay-si;;Multiple/Wildcard;Multi site;Y;bizay.si;beta.bizay.si;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-bizay.sk-BE-80-vmss;forward;https;443;wild--beta-bizay-sk;;lab-bizay-kv-02;wild--beta-bizay-sk;;Multiple/Wildcard;Multi site;Y;bizay.sk;beta.bizay.sk;;;;;BACKEND.360imprimir-beta.PT;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-imprimir360.com.mx-BE-80-vmss;forward;https;443;wild--beta-imprimir360-com-mx;;lab-bizay-kv-02;wild--beta-imprimir360-com-mx;;Multiple/Wildcard;Multi site;Y;imprimir360.com.mx;beta.imprimir360.com.mx;;;;;BACKEND.360imprimir-beta.MX;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-imprimir360.mx-BE-80-vmss;forward;https;443;wild--beta-imprimir360-mx;;lab-bizay-kv-02;wild--beta-imprimir360-mx;;Multiple/Wildcard;Multi site;Y;imprimir360.mx;beta.imprimir360.mx;;;;;BACKEND.360imprimir-beta.MX;STORE-BETA-VMSS;80;10.7.10.14;http;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/billingservice-api;;;;bizay-beta-br-billingservice-api;bizay-beta-br-billingservice-api;443;bizay-beta-br-billingservice-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/calculator-api;;;;bizay-beta-br-calculator-api;bizay-beta-br-calculator-api;443;bizay-beta-br-calculator-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/chilieditor-api;;;;bizay-beta-br-chilieditor-api;bizay-beta-br-chilieditor-api;443;bizay-beta-br-chilieditor-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/clients-api;;;;bizay-beta-br-clients-api;bizay-beta-br-clients-api;443;bizay-beta-br-clients-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/datecalculationservice-api;;;;bizay-beta-br-datecalculationservice-api;bizay-beta-br-datecalculationservice-api;443;bizay-beta-br-datecalculationservice-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/delivery-api;;;;bizay-beta-br-delivery-api;bizay-beta-br-delivery-api;443;bizay-beta-br-delivery-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/discounts-api;;;;bizay-beta-br-discounts-api;bizay-beta-br-discounts-api;443;bizay-beta-br-discounts-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/filerevision-api;;;;bizay-beta-br-filerevision-api;bizay-beta-br-filerevision-api;443;bizay-beta-br-filerevision-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/logistic-api;;;;bizay-beta-br-logistic-api;bizay-beta-br-logistic-api;443;bizay-beta-br-logistic-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/paymentsystem-api;;;;bizay-beta-br-paymentsystem-api;bizay-beta-br-paymentsystem-api;443;bizay-beta-br-paymentsystem-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/postproduction-api;;;;bizay-beta-br-postproduction-api;bizay-beta-br-postproduction-api;443;bizay-beta-br-postproduction-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/pricing-api;;;;bizay-beta-br-pricing-api;bizay-beta-br-pricing-api;443;bizay-beta-br-pricing-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/productimages-api;;;;bizay-beta-br-productimages-api;bizay-beta-br-productimages-api;443;bizay-beta-br-productimages-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/productionservice-api;;;;bizay-beta-br-productionservice-api;bizay-beta-br-productionservice-api;443;bizay-beta-br-productionservice-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/publicorderservice-api;;;;bizay-beta-br-publicorderservice-api;bizay-beta-br-publicorderservice-api;443;bizay-beta-br-publicorderservice-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/publicproduction-api;;;;bizay-beta-br-publicproduction-api;bizay-beta-br-publicproduction-api;443;bizay-beta-br-publicproduction-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/resources-api;;;;bizay-beta-br-resources-api;bizay-beta-br-resources-api;443;bizay-beta-br-resources-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-sa.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.sa.api.bizay.com;/store-aggregator-api;;;;bizay-beta-br-store-aggregator-api;bizay-beta-br-store-aggregator-api;443;bizay-beta-br-store-aggregator-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-eu.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.eu.api.bizay.com;/editor-backend;;;;bizay-beta-eu-editor-backend;bizay-beta-eu-editor-backend;443;bizay-beta-eu-editor-backend.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-eu.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.eu.api.bizay.com;/editor-frontend;;;;bizay-beta-eu-editor-frontend;bizay-beta-eu-editor-frontend;443;bizay-beta-eu-editor-frontend.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-na.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.na.api.bizay.com;/billingservice-api;;;;bizay-beta-mx-billingservice-api;bizay-beta-mx-billingservice-api;443;bizay-beta-mx-billingservice-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-na.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.na.api.bizay.com;/calculator-api;;;;bizay-beta-mx-calculator-api;bizay-beta-mx-calculator-api;443;bizay-beta-mx-calculator-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-na.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.na.api.bizay.com;/chilieditor-api;;;;bizay-beta-mx-chilieditor-api;bizay-beta-mx-chilieditor-api;443;bizay-beta-mx-chilieditor-api.azurewebsites.net;HTTPS;;;;;;;;;;
FRONTEND_VIP_4.180.112.137;beta;Beta-Staging-QA-Public-IP-Frontend;4.180.112.137;Public;betaGwPublicFrontendIpIPv4;Listener-FE-443-beta-wild-na.api.bizay.com-BE-443-webapi;forward;https;443;wild--bizay-com;;lab-bizay-kv-02;wild--bizay-com;;Multiple/Wildcard;Multi site;Y;bizay.com;beta.na.api.bizay.com;/clients-api;;;;bizay-beta-mx-clients-api;bizay-beta-mx-clients-api;443;bizay-beta-mx-clients-api.azurewebsites.net;HTTPS;;;;;;;;;;
